id,cmgroup,age,struc
2263,260,1,artproc
2264,260,2,artproc
2265,260,2,artproc
2266,260,1,artproc
2267,260,1,artproc
2268,260,2,artproc
2269,260,3,artproc
2270,260,2,artproc
2271,270,1,artproc
2272,270,2,artproc
2273,270,2,artproc
2274,270,2,artproc
2275,270,2,artproc
2276,270,2,artproc
2277,270,2,artproc
2278,270,1,artproc
2279,270,2,artproc
2280,270,2,artproc
2281,270,2,artproc
2282,280,3,artproc
2283,280,1,artproc
2284,280,2,artproc
2285,280,2,artproc
2286,280,3,artproc
2287,280,2,artproc
2288,280,2,artproc
2289,290,2,artproc
2290,290,1,artproc
2291,290,2,artproc
2292,300,2,artproc
2293,300,2,artproc
2294,300,2,artproc
2295,420,7,artproc
2296,420,4,artproc
2297,200,1,artproc
2298,200,1,artproc
2299,210,1,artproc
2300,210,1,artproc
2301,210,2,artproc
2302,220,2,artproc
2303,220,2,artproc
2304,220,1,artproc
2305,220,2,artproc
2306,220,1,artproc
2307,220,2,artproc
2308,220,1,artproc
2309,220,2,artproc
2310,220,1,artproc
2311,230,2,artproc
2312,230,2,artproc
2313,230,2,artproc
2314,230,2,artproc
2315,240,2,artproc
2316,240,2,artproc
2317,240,2,artproc
2318,240,1,artproc
2319,240,2,artproc
2320,270,3,artproc
2321,270,2,artproc
2322,150,1,artproc
2323,150,1,artproc
2324,200,2,artproc
2325,200,1,artproc
2326,200,2,artproc
2327,200,2,artproc
2328,200,2,artproc
2329,200,1,artproc
2330,200,1,artproc
2331,210,2,artproc
2332,210,2,artproc
2333,210,2,artproc
2334,210,2,artproc
2335,210,1,artproc
2336,210,1,artproc
2337,210,2,artproc
2338,210,2,artproc
2339,210,1,artproc
2340,210,1,artproc
2341,210,1,artproc
2342,210,1,artproc
2343,210,1,artproc
2344,210,2,artproc
2345,210,2,artproc
2346,210,1,artproc
2347,210,2,artproc
2348,210,2,artproc
2349,210,2,artproc
2350,210,1,artproc
2351,210,1,artproc
2352,210,2,artproc
2353,210,1,artproc
2354,210,1,artproc
2355,210,1,artproc
2356,210,1,artproc
2357,210,1,artproc
2358,210,1,artproc
2359,210,1,artproc
2360,220,1,artproc
2361,220,1,artproc
2362,220,1,artproc
2363,220,2,artproc
2364,220,2,artproc
2365,220,2,artproc
2366,220,1,artproc
2367,220,1,artproc
2368,220,1,artproc
2369,220,2,artproc
2370,220,1,artproc
2371,220,1,artproc
2372,220,1,artproc
2373,220,1,artproc
2374,220,1,artproc
2375,220,1,artproc
2376,220,1,artproc
2377,220,1,artproc
2378,220,1,artproc
2379,220,2,artproc
2380,220,1,artproc
2381,220,2,artproc
2382,220,2,artproc
2383,220,2,artproc
2384,220,2,artproc
2385,220,2,artproc
2386,220,1,artproc
2387,230,1,artproc
2388,230,1,artproc
2389,230,1,artproc
2390,230,2,artproc
2391,230,1,artproc
2392,230,1,artproc
2393,230,2,artproc
2394,230,2,artproc
2395,230,2,artproc
2396,230,2,artproc
2397,230,2,artproc
2398,230,1,artproc
2399,230,1,artproc
2400,230,2,artproc
2401,240,1,artproc
2402,240,1,artproc
2403,240,1,artproc
2404,240,2,artproc
2405,240,2,artproc
2406,240,2,artproc
2407,240,3,artproc
2408,240,1,artproc
2409,240,2,artproc
2410,240,2,artproc
2411,240,1,artproc
2412,240,1,artproc
2413,240,3,artproc
2414,250,1,artproc
2415,250,1,artproc
2416,250,2,artproc
2417,250,2,artproc
2418,250,1,artproc
2419,250,2,artproc
2420,260,2,artproc
2421,260,3,artproc
2422,260,2,artproc
2423,260,2,artproc
2424,260,1,artproc
2425,260,2,artproc
2426,260,2,artproc
2427,260,1,artproc
2428,270,1,artproc
2429,270,1,artproc
2430,270,3,artproc
2431,270,1,artproc
2432,270,2,artproc
2433,280,2,artproc
2434,280,2,artproc
2435,280,1,artproc
2436,280,2,artproc
2437,180,1,artproc
2438,180,1,artproc
2439,180,1,artproc
2440,160,1,artproc
2441,160,1,artproc
2442,170,1,artproc
2443,170,1,artproc
2444,290,3,artproc
2445,290,1,artproc
2446,260,2,artproc
2447,260,2,artproc
2448,210,2,artproc
2449,210,1,artproc
2450,230,1,artproc
2451,230,2,artproc
2452,230,1,artproc
2453,230,1,artproc
2454,260,2,artproc
2455,260,2,artproc
2456,260,1,artproc
2457,260,2,artproc
2458,270,2,artproc
2459,270,3,artproc
2460,280,2,artproc
2461,280,3,artproc
2462,280,2,artproc
2463,280,3,artproc
2464,290,3,artproc
2465,290,3,artproc
2466,260,2,artproc
2467,260,2,artproc
2468,210,2,artproc
2469,210,1,artproc
2470,230,1,artproc
2471,230,2,artproc
2472,230,2,artproc
2473,230,2,artproc
2474,280,3,artproc
2475,280,2,artproc
2476,290,2,artproc
2477,290,3,artproc
2478,290,2,artproc
2479,290,2,artproc
2480,240,2,artproc
2481,240,2,artproc
2482,240,2,artproc
2483,250,2,artproc
2484,250,2,artproc
2485,260,2,artproc
2486,260,2,artproc
2487,260,2,artproc
2488,270,2,artproc
2489,270,3,artproc
2490,270,2,artproc
2491,270,2,artproc
2492,270,1,artproc
2493,210,1,artproc
2494,210,2,artproc
2495,210,1,artproc
2496,210,2,artproc
2497,210,2,artproc
2498,210,1,artproc
2499,210,2,artproc
2500,220,1,artproc
2501,220,1,artproc
2502,220,2,artproc
2503,220,1,artproc
2504,220,2,artproc
2505,220,2,artproc
2506,220,1,artproc
2507,220,1,artproc
2508,220,1,artproc
2509,220,2,artproc
2510,220,2,artproc
2511,220,1,artproc
2512,230,2,artproc
2513,230,2,artproc
2514,230,2,artproc
2515,230,1,artproc
2516,230,2,artproc
2517,230,1,artproc
2518,230,2,artproc
2519,230,1,artproc
2520,230,2,artproc
2521,230,2,artproc
2522,230,2,artproc
2523,230,2,artproc
2524,240,1,artproc
2525,240,1,artproc
2526,240,2,artproc
2527,240,1,artproc
2528,240,2,artproc
2529,240,2,artproc
2530,240,2,artproc
2531,240,2,artproc
2532,240,2,artproc
2533,240,2,artproc
2534,240,1,artproc
2535,240,2,artproc
2536,240,2,artproc
2537,240,2,artproc
2538,240,1,artproc
2539,240,1,artproc
2540,240,1,artproc
2541,250,1,artproc
2542,250,1,artproc
2543,250,2,artproc
2544,250,2,artproc
2545,250,2,artproc
2546,250,1,artproc
2547,260,2,artproc
2548,260,3,artproc
2549,260,3,artproc
2550,260,2,artproc
2551,260,2,artproc
2552,260,2,artproc
2553,260,3,artproc
2554,260,1,artproc
2555,260,2,artproc
2556,260,2,artproc
2557,260,2,artproc
2558,270,2,artproc
2559,270,1,artproc
2560,270,2,artproc
2561,270,2,artproc
2562,270,2,artproc
2563,270,3,artproc
2564,270,2,artproc
2565,270,1,artproc
2566,270,2,artproc
2567,270,2,artproc
2568,270,2,artproc
2569,270,1,artproc
2570,270,1,artproc
2571,270,2,artproc
2572,280,2,artproc
2573,280,2,artproc
2574,280,1,artproc
2575,280,1,artproc
2576,280,3,artproc
2577,280,3,artproc
2578,290,2,artproc
2579,290,2,artproc
2580,300,2,artproc
2581,300,2,artproc
2582,220,1,artproc
2583,220,1,artproc
2584,220,1,artproc
2585,230,2,artproc
2586,230,1,artproc
2587,230,2,artproc
2588,230,2,artproc
2589,240,2,artproc
2590,240,2,artproc
2591,240,2,artproc
2592,260,2,artproc
2593,260,1,artproc
2594,260,2,artproc
2595,260,2,artproc
2596,210,1,artproc
2597,210,2,artproc
2598,210,1,artproc
2599,230,2,artproc
2600,230,1,artproc
2601,230,2,artproc
2602,230,2,artproc
2603,230,2,artproc
2604,170,1,artproc
2605,170,1,artproc
2606,170,1,artproc
2607,180,1,artproc
2608,180,1,artproc
2609,190,1,artproc
2610,190,1,artproc
2611,160,1,artproc
2612,160,1,artproc
2613,220,1,artproc
2614,220,2,artproc
2615,260,2,artproc
2616,260,2,artproc
2617,160,1,artproc
2618,160,1,artproc
2619,230,2,artproc
2620,230,2,artproc
2621,210,1,artproc
2622,210,1,artproc
2623,210,1,artproc
2624,230,2,artproc
2625,230,1,artproc
2626,230,1,artproc
2627,230,2,artproc
2628,240,2,artproc
2629,240,2,artproc
2630,260,2,artproc
2631,260,2,artproc
2632,280,2,artproc
2633,280,2,artproc
2634,220,2,artproc
2635,220,1,artproc
2636,230,1,artproc
2637,230,2,artproc
2638,270,2,artproc
2639,270,3,artproc
2640,270,2,artproc
2641,270,2,artproc
2642,170,1,artproc
2643,170,1,artproc
2644,210,1,artproc
2645,210,1,artproc
2646,220,1,artproc
2647,220,2,artproc
2648,220,1,artproc
2649,230,1,artproc
2650,230,2,artproc
2651,240,2,artproc
2652,240,2,artproc
2653,240,1,artproc
2654,210,1,artproc
2655,210,1,artproc
2656,220,1,artproc
2657,220,2,artproc
2658,220,1,artproc
2659,230,1,artproc
2660,230,2,artproc
2661,230,1,artproc
2662,230,1,artproc
2663,230,1,artproc
2664,270,3,artproc
2665,270,2,artproc
2666,270,2,artproc
2667,210,1,artproc
2668,210,2,artproc
2669,170,1,artproc
2670,170,2,artproc
2671,170,1,artproc
2672,160,1,artproc
2673,160,1,artproc
2674,160,1,artproc
2675,160,1,artproc
2676,180,1,artproc
2677,180,1,artproc
2678,180,1,artproc
2679,190,1,artproc
2680,190,1,artproc
2681,170,1,artproc
2682,170,1,artproc
2683,180,2,artproc
2684,180,2,artproc
2685,200,2,artproc
2686,200,1,artproc
2687,210,1,artproc
2688,210,1,artproc
2689,210,1,artproc
2690,210,2,artproc
2691,210,1,artproc
2692,210,2,artproc
2693,220,2,artproc
2694,220,2,artproc
2695,220,1,artproc
2696,220,2,artproc
2697,220,1,artproc
2698,220,2,artproc
2699,220,1,artproc
2700,220,2,artproc
2701,220,2,artproc
2702,220,1,artproc
2703,220,2,artproc
2704,230,2,artproc
2705,230,1,artproc
2706,230,2,artproc
2707,230,1,artproc
2708,230,1,artproc
2709,230,1,artproc
2710,230,2,artproc
2711,230,1,artproc
2712,230,1,artproc
2713,230,2,artproc
2714,230,2,artproc
2715,230,2,artproc
2716,240,1,artproc
2717,240,2,artproc
2718,240,2,artproc
2719,240,2,artproc
2720,240,2,artproc
2721,250,1,artproc
2722,250,2,artproc
2723,250,2,artproc
2724,250,2,artproc
2725,250,2,artproc
2726,250,2,artproc
2727,260,2,artproc
2728,260,2,artproc
2729,260,2,artproc
2730,260,2,artproc
2731,260,1,artproc
2732,260,3,artproc
2733,260,3,artproc
2734,260,1,artproc
2735,260,2,artproc
2736,260,2,artproc
2737,260,2,artproc
2738,270,2,artproc
2739,270,2,artproc
2740,270,2,artproc
2741,280,2,artproc
2742,280,2,artproc
2743,280,2,artproc
2744,280,2,artproc
2745,280,1,artproc
2746,280,2,artproc
2747,280,2,artproc
2748,320,3,artproc
2749,320,3,artproc
2750,210,1,artproc
2751,210,1,artproc
2752,210,2,artproc
2753,220,1,artproc
2754,220,1,artproc
2755,220,1,artproc
2756,220,1,artproc
2757,220,1,artproc
2758,230,2,artproc
2759,230,1,artproc
2760,230,1,artproc
2761,240,1,artproc
2762,240,1,artproc
2763,240,2,artproc
2764,240,2,artproc
2765,240,1,artproc
2766,240,2,artproc
2767,240,2,artproc
2768,250,2,artproc
2769,250,3,artproc
2770,250,3,artproc
2771,260,2,artproc
2772,260,1,artproc
2773,300,2,artproc
2774,300,2,artproc
2775,280,2,artproc
2776,280,2,artproc
2777,280,3,artproc
2778,280,2,artproc
2779,280,2,artproc
2780,280,1,artproc
2781,280,2,artproc
2782,220,1,artproc
2783,220,1,artproc
2784,220,2,artproc
2785,220,2,artproc
2786,230,2,artproc
2787,230,1,artproc
2788,220,1,artproc
2789,220,1,artproc
2790,210,1,artproc
2791,210,1,artproc
2792,210,1,artproc
2793,220,2,artproc
2794,220,1,artproc
2795,220,2,artproc
2796,220,1,artproc
2797,220,2,artproc
2798,220,1,artproc
2799,220,3,artproc
2800,220,2,artproc
2801,220,2,artproc
2802,220,1,artproc
2803,220,2,artproc
2804,220,1,artproc
2805,220,1,artproc
2806,230,2,artproc
2807,230,1,artproc
2808,230,3,artproc
2809,230,1,artproc
2810,230,1,artproc
2811,230,2,artproc
2812,230,2,artproc
2813,230,2,artproc
2814,230,1,artproc
2815,230,1,artproc
2816,230,1,artproc
2817,230,1,artproc
2818,230,2,artproc
2819,230,2,artproc
2820,230,1,artproc
2821,230,2,artproc
2822,230,2,artproc
2823,240,2,artproc
2824,240,2,artproc
2825,240,2,artproc
2826,240,1,artproc
2827,240,2,artproc
2828,240,2,artproc
2829,240,2,artproc
2830,240,2,artproc
2831,240,1,artproc
2832,240,2,artproc
2833,240,2,artproc
2834,240,1,artproc
2835,240,1,artproc
2836,240,2,artproc
2837,240,2,artproc
2838,240,2,artproc
2839,240,2,artproc
2840,250,2,artproc
2841,250,2,artproc
2842,250,1,artproc
2843,250,1,artproc
2844,250,2,artproc
2845,250,2,artproc
2846,250,1,artproc
2847,250,2,artproc
2848,250,1,artproc
2849,250,2,artproc
2850,250,2,artproc
2851,260,1,artproc
2852,260,2,artproc
2853,260,2,artproc
2854,260,1,artproc
2855,260,1,artproc
2856,260,3,artproc
2857,260,2,artproc
2858,260,3,artproc
2859,260,2,artproc
2860,260,2,artproc
2861,260,2,artproc
2862,260,2,artproc
2863,260,1,artproc
2864,270,3,artproc
2865,270,2,artproc
2866,270,2,artproc
2867,270,3,artproc
2868,270,2,artproc
2869,270,2,artproc
2870,270,2,artproc
2871,270,2,artproc
2872,270,2,artproc
2873,270,2,artproc
2874,270,2,artproc
2875,280,1,artproc
2876,280,2,artproc
2877,280,2,artproc
2878,280,2,artproc
2879,280,3,artproc
2880,280,2,artproc
2881,280,3,artproc
2882,280,3,artproc
2883,290,3,artproc
2884,290,2,artproc
2885,290,2,artproc
2886,290,2,artproc
2887,300,2,artproc
2888,300,1,artproc
2889,450,7,artproc
2890,450,3,artproc
2891,190,1,artproc
2892,190,2,artproc
2893,230,1,artproc
2894,230,1,artproc
2895,230,2,artproc
2896,230,2,artproc
2897,280,2,artproc
2898,280,2,artproc
2899,280,1,artproc
2900,290,3,artproc
2901,290,2,artproc
2902,290,1,artproc
2903,310,2,artproc
2904,310,3,artproc
2905,400,4,artproc
2906,400,3,artproc
2907,420,4,artproc
2908,420,3,artproc
2909,420,3,artproc
2910,420,4,artproc
2911,440,6,artproc
2912,440,7,artproc
2913,440,4,artproc
2914,220,1,artproc
2915,220,2,artproc
2916,280,2,artproc
2917,280,2,artproc
2918,220,1,artproc
2919,220,1,artproc
2920,220,1,artproc
2921,240,2,artproc
2922,240,2,artproc
2923,240,1,artproc
2924,250,2,artproc
2925,250,2,artproc
2926,280,3,artproc
2927,280,2,artproc
2928,280,3,artproc
2929,310,2,artproc
2930,310,2,artproc
2931,320,3,artproc
2932,320,3,artproc
2933,310,3,artproc
2934,310,2,artproc
2935,190,1,artproc
2936,190,1,artproc
2937,200,1,artproc
2938,200,1,artproc
2939,200,2,artproc
2940,210,1,artproc
2941,210,1,artproc
2942,210,3,artproc
2943,210,1,artproc
2944,210,2,artproc
2945,220,2,artproc
2946,220,2,artproc
2947,220,2,artproc
2948,220,1,artproc
2949,220,1,artproc
2950,220,2,artproc
2951,220,2,artproc
2952,220,1,artproc
2953,220,1,artproc
2954,220,1,artproc
2955,220,1,artproc
2956,220,1,artproc
2957,230,2,artproc
2958,230,2,artproc
2959,230,1,artproc
2960,230,2,artproc
2961,230,1,artproc
2962,230,1,artproc
2963,230,1,artproc
2964,230,1,artproc
2965,230,1,artproc
2966,230,2,artproc
2967,230,1,artproc
2968,230,2,artproc
2969,230,2,artproc
2970,230,1,artproc
2971,230,2,artproc
2972,230,2,artproc
2973,230,1,artproc
2974,230,2,artproc
2975,240,3,artproc
2976,240,1,artproc
2977,240,1,artproc
2978,240,2,artproc
2979,240,1,artproc
2980,240,2,artproc
2981,240,2,artproc
2982,240,1,artproc
2983,240,3,artproc
2984,240,2,artproc
2985,240,2,artproc
2986,240,3,artproc
2987,240,1,artproc
2988,240,1,artproc
2989,240,2,artproc
2990,240,1,artproc
2991,240,1,artproc
2992,250,2,artproc
2993,250,2,artproc
2994,250,1,artproc
2995,250,2,artproc
2996,250,2,artproc
2997,250,2,artproc
2998,250,2,artproc
2999,250,3,artproc
3000,250,1,artproc
3001,250,2,artproc
3002,250,1,artproc
3003,250,2,artproc
3004,250,2,artproc
3005,250,2,artproc
3006,250,1,artproc
3007,250,2,artproc
3008,260,2,artproc
3009,260,2,artproc
3010,260,1,artproc
3011,260,2,artproc
3012,260,1,artproc
3013,260,1,artproc
3014,260,1,artproc
3015,270,2,artproc
3016,270,2,artproc
3017,270,1,artproc
3018,270,2,artproc
3019,270,2,artproc
3020,270,3,artproc
3021,280,2,artproc
3022,280,1,artproc
3023,280,2,artproc
3024,280,2,artproc
3025,280,2,artproc
3026,280,2,artproc
3027,280,3,artproc
3028,280,3,artproc
3029,280,3,artproc
3030,280,2,artproc
3031,280,2,artproc
3032,280,3,artproc
3033,280,2,artproc
3034,290,2,artproc
3035,290,2,artproc
3036,290,2,artproc
3037,290,2,artproc
3038,290,2,artproc
3039,290,3,artproc
3040,290,3,artproc
3041,290,3,artproc
3042,290,3,artproc
3043,290,2,artproc
3044,290,2,artproc
3045,290,2,artproc
3046,290,2,artproc
3047,290,2,artproc
3048,290,2,artproc
3049,290,2,artproc
3050,290,2,artproc
3051,290,3,artproc
3052,300,2,artproc
3053,300,2,artproc
3054,300,2,artproc
3055,300,3,artproc
3056,300,2,artproc
3057,300,3,artproc
3058,300,3,artproc
3059,300,2,artproc
3060,300,3,artproc
3061,300,3,artproc
3062,300,3,artproc
3063,300,2,artproc
3064,300,3,artproc
3065,300,2,artproc
3066,300,2,artproc
3067,300,2,artproc
3068,310,2,artproc
3069,310,3,artproc
3070,310,2,artproc
3071,310,2,artproc
3072,310,3,artproc
3073,310,2,artproc
3074,310,3,artproc
3075,320,2,artproc
3076,320,2,artproc
3077,320,3,artproc
3078,320,3,artproc
3079,320,3,artproc
3080,320,2,artproc
3081,320,3,artproc
3082,400,4,artproc
3083,400,3,artproc
3084,550,8,artproc
3085,550,7,artproc
3086,160,2,artproc
3087,160,1,artproc
3088,160,1,artproc
3089,160,1,artproc
3090,160,1,artproc
3091,470,6,artproc
3092,470,6,artproc
3093,470,7,artproc
3094,470,5,artproc
3095,470,6,artproc
3096,470,6,artproc
3097,470,6,artproc
3098,470,6,artproc
3099,470,7,artproc
3100,180,1,artproc
3101,180,1,artproc
3102,180,1,artproc
3103,180,1,artproc
3104,180,2,artproc
3105,180,1,artproc
3106,180,1,artproc
3107,190,1,artproc
3108,190,1,artproc
3109,190,1,artproc
3110,190,2,artproc
3111,190,1,artproc
3112,230,3,artproc
3113,230,2,artproc
3114,270,2,artproc
3115,270,3,artproc
3116,290,3,artproc
3117,290,3,artproc
3118,300,3,artproc
3119,300,2,artproc
3120,300,2,artproc
3121,310,1,artproc
3122,310,3,artproc
3123,310,3,artproc
3124,310,3,artproc
3125,230,1,artproc
3126,230,1,artproc
3127,240,2,artproc
3128,240,2,artproc
3129,240,1,artproc
3130,260,2,artproc
3131,260,2,artproc
3132,280,2,artproc
3133,280,3,artproc
3134,280,2,artproc
3135,310,3,artproc
3136,310,3,artproc
3137,310,3,artproc
3138,230,2,artproc
3139,230,1,artproc
3140,250,1,artproc
3141,250,1,artproc
3142,250,2,artproc
3143,250,1,artproc
3144,280,2,artproc
3145,280,2,artproc
3146,290,3,artproc
3147,290,2,artproc
3148,290,2,artproc
3149,290,2,artproc
3150,290,3,artproc
3151,310,2,artproc
3152,310,3,artproc
3153,310,3,artproc
3154,320,2,artproc
3155,320,2,artproc
3156,420,3,artproc
3157,420,3,artproc
3158,300,3,artproc
3159,300,3,artproc
3160,300,2,artproc
3161,250,2,artproc
3162,250,1,artproc
3163,320,3,artproc
3164,320,3,artproc
3165,400,3,artproc
3166,400,4,artproc
3167,400,3,artproc
3168,180,2,artproc
3169,180,1,artproc
3170,230,1,artproc
3171,230,1,artproc
3172,230,2,artproc
3173,240,2,artproc
3174,240,2,artproc
3175,240,2,artproc
3176,260,1,artproc
3177,260,2,artproc
3178,280,2,artproc
3179,280,3,artproc
3180,290,1,artproc
3181,290,2,artproc
3182,310,3,artproc
3183,310,2,artproc
3184,310,2,artproc
3185,230,2,artproc
3186,230,2,artproc
3187,230,2,artproc
3188,420,4,artproc
3189,420,4,artproc
3190,220,1,artproc
3191,220,1,artproc
3192,220,2,artproc
3193,230,1,artproc
3194,230,2,artproc
3195,230,2,artproc
3196,230,2,artproc
3197,230,1,artproc
3198,230,2,artproc
3199,230,1,artproc
3200,230,2,artproc
3201,250,2,artproc
3202,250,2,artproc
3203,250,2,artproc
3204,250,3,artproc
3205,250,2,artproc
3206,250,1,artproc
3207,250,1,artproc
3208,250,1,artproc
3209,270,2,artproc
3210,270,2,artproc
3211,270,2,artproc
3212,270,2,artproc
3213,270,2,artproc
3214,270,2,artproc
3215,280,2,artproc
3216,280,3,artproc
3217,280,3,artproc
3218,280,3,artproc
3219,290,3,artproc
3220,290,2,artproc
3221,290,2,artproc
3222,300,2,artproc
3223,300,3,artproc
3224,300,2,artproc
3225,310,2,artproc
3226,310,2,artproc
3227,310,2,artproc
3228,170,1,artproc
3229,170,1,artproc
3230,170,1,artproc
3231,230,1,artproc
3232,230,2,artproc
3233,280,2,artproc
3234,280,2,artproc
3235,290,2,artproc
3236,290,3,artproc
3237,290,3,artproc
3238,290,2,artproc
3239,300,3,artproc
3240,300,3,artproc
3241,300,1,artproc
3242,310,3,artproc
3243,310,2,artproc
3244,320,3,artproc
3245,320,3,artproc
3246,250,2,artproc
3247,250,2,artproc
3248,250,1,artproc
