id,cmgroup,age,struc
24,450,8,artsurf
25,420,4,artsurf
26,590,10,artsurf
27,650,11,artsurf
28,260,3,artsurf
29,550,9,artsurf
30,780,11,artsurf
31,540,8,artsurf
32,390,4,artsurf
33,340,4,artsurf
34,490,9,artsurf
35,530,9,artsurf
36,410,4,artsurf
37,370,4,artsurf
38,290,3,artsurf
39,520,8,artsurf
40,340,4,artsurf
41,440,7,artsurf
42,370,4,artsurf
43,480,8,artsurf
44,470,8,artsurf
45,300,3,artsurf
46,380,4,artsurf
47,290,3,artsurf
48,450,8,artsurf
49,360,4,artsurf
50,410,4,artsurf
51,350,4,artsurf
52,300,3,artsurf
53,320,3,artsurf
54,340,4,artsurf
55,320,4,artsurf
56,270,2,artsurf
57,750,12,artsurf
58,550,8,artsurf
59,270,2,artsurf
60,500,8,artsurf
61,670,11,artsurf
62,330,3,artsurf
63,380,4,artsurf
64,370,4,artsurf
65,320,3,artsurf
66,390,4,artsurf
67,290,2,artsurf
68,270,2,artsurf
69,250,3,artsurf
70,270,2,artsurf
71,240,2,artsurf
72,310,3,artsurf
73,240,2,artsurf
74,550,9,artsurf
75,240,2,artsurf
76,530,10,artsurf
77,520,10,artsurf
78,630,11,artsurf
79,540,9,artsurf
80,610,12,artsurf
81,600,11,artsurf
82,580,9,artsurf
83,560,11,artsurf
84,610,9,artsurf
85,600,11,artsurf
86,640,12,artsurf
87,260,2,artsurf
88,260,2,artsurf
89,560,11,artsurf
90,660,14,artsurf
91,460,7,artsurf
92,550,5,artsurf
93,560,9,artsurf
94,530,10,artsurf
95,830,13,artsurf
96,510,8,artsurf
97,610,8,artsurf
98,720,12,artsurf
99,680,11,artsurf
100,600,8,artsurf
101,590,10,artsurf
102,620,11,artsurf
103,750,14,artsurf
104,700,10,artsurf
105,790,18,artsurf
107,760,12,artsurf
108,710,12,artsurf
109,1060,14,artsurf
110,930,17,artsurf
112,630,11,artsurf
113,630,12,artsurf
114,580,11,artsurf
115,690,9,artsurf
116,670,12,artsurf
117,640,13,artsurf
118,880,17,artsurf
119,900,16,artsurf
120,930,15,artsurf
121,960,14,artsurf
122,950,14,artsurf
123,940,15,artsurf
124,870,13,artsurf
125,870,12,artsurf
126,970,15,artsurf
1001,180,2,basal
1002,200,2,basal
1003,300,3,basal
1004,310,3,basal
1005,380,4,basal
1006,390,4,basal
1007,490,8,basal
1008,530,8,basal
1009,540,7,basal
1010,550,8,basal
1011,640,13,basal
1012,401,4,basal
1013,280,2,basal
1014,300,3,basal
1015,190,2,basal
1016,233,2,basal
1017,240,2,basal
1018,360,4,basal
1019,420,4,basal
1020,590,8,basal
1021,890,12,basal
1022,900,11,basal
1023,240,2,basal
1024,270,2,basal
1025,300,2,basal
1026,370,4,basal
1027,410,4,basal
1028,540,8,basal
1029,210,2,basal
1030,180,2,basal
1031,260,2,basal
1032,270,2,basal
1033,210,2,basal
1034,280,2,basal
1035,300,3,basal
1036,320,3,basal
1037,530,8,basal
1038,539,8,basal
1039,230,2,basal
1040,240,2,basal
1041,260,2,basal
1042,270,2,basal
1043,290,2,basal
1044,240,2,basal
1045,250,2,basal
1046,280,3,basal
1047,590,9,basal
1048,180,2,basal
1049,210,2,basal
1050,270,2,basal
1051,280,2,basal
1052,360,4,basal
1053,470,7,basal
1054,500,8,basal
1055,210,2,basal
1056,240,2,basal
1057,260,2,basal
1058,490,10,basal
1059,530,9,basal
1060,170,2,basal
1061,350,4,basal
1062,360,4,basal
1063,380,4,basal
1064,400,4,basal
1065,430,7,basal
1066,470,8,basal
1067,480,7,basal
1068,540,8,basal
1069,190,2,basal
1070,160,2,basal
1071,300,2,basal
1072,410,4,basal
1073,430,7,basal
1074,450,7,basal
1075,160,2,basal
1076,230,2,basal
1077,250,2,basal
1078,260,2,basal
1079,280,3,basal
1080,290,2,basal
1081,230,2,basal
1082,260,2,basal
1083,490,7,basal
1084,200,2,basal
1085,210,2,basal
1086,240,2,basal
1087,250,2,basal
1088,260,2,basal
1089,310,2,basal
1090,430,4,basal
1091,200,2,basal
1092,440,8,basal
1093,500,9,basal
1094,570,12,basal
1095,590,10,basal
1096,620,10,basal
1097,680,18,basal
1098,760,9,basal
1099,800,12,basal
1100,895,14,basal
1101,210,2,basal
1102,220,2,basal
1103,250,2,basal
1104,290,2,basal
1105,300,2,basal
1106,160,2,basal
1107,200,2,basal
1108,210,2,basal
1109,160,2,basal
1110,230,2,basal
1111,160,2,basal
1112,150,2,basal
1113,250,2,basal
1114,490,7,basal
1115,230,2,basal
1116,280,3,basal
1117,430,8,basal
1118,260,2,basal
1119,440,7,basal
1120,460,8,basal
1121,470,8,basal
1122,480,6,basal
1123,590,10,basal
1124,438,4,basal
1125,270,2,basal
1126,290,2,basal
1127,310,4,basal
1128,240,2,basal
1129,250,2,basal
1130,540,8,basal
1131,250,2,basal
1132,380,4,basal
1133,400,4,basal
1134,410,4,basal
1135,420,4,basal
1136,460,7,basal
1137,170,2,basal
1138,230,2,basal
1139,240,2,basal
1140,250,2,basal
1141,260,2,basal
1142,270,2,basal
1143,280,2,basal
1144,420,4,basal
1145,440,8,basal
1146,450,7,basal
1147,460,7,basal
1148,480,7,basal
1149,490,9,basal
1150,580,8,basal
1151,590,10,basal
1152,180,2,basal
1153,170,2,basal
1154,140,2,basal
1155,310,4,basal
1156,360,4,basal
1157,400,4,basal
1158,460,8,basal
1159,480,7,basal
1160,160,2,basal
1161,170,2,basal
1162,220,2,basal
1163,230,2,basal
1164,250,2,basal
1165,190,2,basal
1166,240,2,basal
1167,290,3,basal
1168,300,2,basal
1169,490,8,basal
1170,940,12,basal
1171,180,2,basal
1172,210,2,basal
1173,260,2,basal
1174,270,2,basal
1175,290,3,basal
1176,350,4,basal
1177,440,8,basal
1178,630,8,basal
1179,150,2,basal
1180,180,2,basal
1181,200,2,basal
1182,280,2,basal
1183,300,2,basal
1184,170,2,basal
1185,210,2,basal
1186,220,2,basal
1187,900,11,basal
1188,250,2,basal
1189,270,2,basal
1190,280,2,basal
1191,390,4,basal
1192,400,4,basal
1193,410,4,basal
1194,430,7,basal
1195,440,7,basal
1196,450,8,basal
1197,150,2,basal
1198,250,2,basal
1199,260,2,basal
1200,280,2,basal
1201,380,4,basal
1202,160,2,basal
1203,170,2,basal
1204,180,2,basal
1205,290,2,basal
1206,300,2,basal
1207,190,2,basal
1208,150,2,basal
1209,200,2,basal
1210,240,2,basal
1211,270,2,basal
1212,280,2,basal
1213,310,4,basal
1214,460,7,basal
1215,480,7,basal
1216,500,8,basal
1217,560,8,basal
1218,170,2,basal
1219,220,2,basal
1220,230,2,basal
1221,240,2,basal
1222,270,2,basal
1223,280,3,basal
1224,290,2,basal
1225,300,3,basal
1226,420,4,basal
1227,450,8,basal
1228,510,7,basal
1229,890,11,basal
1230,1170,14,basal
1231,240,2,basal
1232,540,8,basal
1233,220,2,basal
1234,240,2,basal
1235,250,2,basal
1236,520,8,basal
1237,190,2,basal
1238,180,2,basal
1239,170,2,basal
1240,160,2,basal
1241,230,2,basal
1242,250,2,basal
1243,590,8,basal
1244,220,2,basal
1245,180,2,basal
1246,200,2,basal
1247,220,2,basal
1248,230,2,basal
1249,280,2,basal
1250,460,8,basal
1251,200,2,basal
1252,310,3,basal
1253,170,2,basal
1254,180,2,basal
1255,210,2,basal
1256,250,2,basal
1257,270,2,basal
1258,280,2,basal
1259,450,4,basal
1260,480,8,basal
1261,520,7,basal
1262,560,8,basal
1263,570,9,basal
1264,600,8,basal
1265,740,11,basal
1266,950,12,basal
1267,180,2,basal
1268,150,2,basal
1269,220,2,basal
1270,910,13,basal
1271,280,3,basal
1272,510,8,basal
1273,530,10,basal
1274,560,10,basal
1275,1100,14,basal
1276,980,14,basal
1277,230,2,basal
1278,240,2,basal
1279,250,2,basal
1280,280,2,basal
1281,260,3,basal
1282,300,4,basal
1283,520,10,basal
1284,160,2,basal
1285,220,2,basal
1286,230,2,basal
1287,530,10,basal
1288,670,10,basal
1289,770,9,basal
1290,210,2,basal
1291,250,2,basal
1292,190,2,basal
1293,200,2,basal
1294,250,2,basal
1295,260,2,basal
1296,270,2,basal
1297,280,3,basal
1298,310,3,basal
1299,460,8,basal
1300,180,2,basal
1301,170,2,basal
1302,190,2,basal
1303,160,2,basal
1304,220,2,basal
1305,230,2,basal
1306,250,2,basal
1307,280,2,basal
1308,240,2,basal
1309,630,10,basal
1310,970,16,basal
1311,210,2,basal
1312,280,2,basal
1313,390,4,basal
1314,160,2,basal
1315,290,2,basal
1316,300,2,basal
1317,290,2,basal
1318,300,3,basal
1319,310,4,basal
1320,170,2,basal
1321,190,2,basal
1322,280,3,basal
1323,290,2,basal
1324,190,2,basal
1325,220,2,basal
1326,250,2,basal
1327,280,2,basal
1328,570,8,basal
1329,620,11,basal
1330,780,12,basal
1331,170,2,basal
1332,240,2,basal
1333,270,3,basal
1334,290,3,basal
1335,230,2,basal
1336,460,4,basal
1337,230,2,basal
1338,260,2,basal
1339,290,3,basal
1340,410,4,basal
1341,650,11,basal
1342,310,4,basal
1343,460,7,basal
1344,230,2,basal
1345,230,2,basal
1346,290,3,basal
1347,210,2,basal
1348,240,2,basal
1349,250,2,basal
1350,270,2,basal
1351,400,4,basal
1352,230,2,basal
1353,240,2,basal
1354,260,2,basal
1355,290,2,basal
1356,300,3,basal
1357,460,7,basal
1358,510,8,basal
1359,560,6,basal
1360,570,10,basal
1361,580,10,basal
1362,220,2,basal
1363,230,2,basal
1364,250,2,basal
1365,620,10,basal
1366,660,12,basal
1367,900,15,basal
1368,950,12,basal
1369,970,15,basal
1370,210,2,basal
1371,220,2,basal
1372,250,2,basal
1373,260,2,basal
1374,460,7,basal
1375,210,2,basal
1376,240,2,basal
1377,270,2,basal
1378,310,3,basal
1379,460,8,basal
1380,240,2,basal
1381,250,3,basal
1382,260,2,basal
1383,280,3,basal
1384,300,2,basal
1385,390,4,basal
1386,440,8,basal
1387,490,8,basal
1388,230,2,basal
1389,250,2,basal
1390,270,2,basal
1391,280,2,basal
1392,300,3,basal
1393,390,4,basal
1394,410,4,basal
1395,430,4,basal
1396,450,7,basal
1397,490,8,basal
1398,550,8,basal
1399,210,2,basal
1400,230,2,basal
1401,240,2,basal
1402,290,2,basal
1403,310,2,basal
1404,410,4,basal
1405,490,7,basal
1406,500,7,basal
1407,510,7,basal
1408,550,10,basal
1409,570,9,basal
1410,600,9,basal
1411,610,10,basal
1412,730,11,basal
1413,200,2,basal
1414,230,2,basal
1415,260,2,basal
1416,290,2,basal
1417,300,4,basal
1418,330,3,basal
1419,360,4,basal
1420,550,9,basal
1421,160,2,basal
1422,260,2,basal
1423,290,2,basal
1424,410,4,basal
1425,440,4,basal
1426,230,2,basal
1427,260,2,basal
1428,280,2,basal
1429,300,2,basal
1430,370,4,basal
1431,180,2,basal
1432,220,2,basal
1433,240,2,basal
1434,270,2,basal
1435,280,2,basal
1436,300,3,basal
1437,460,4,basal
1438,330,3,basal
1439,340,4,basal
1440,380,4,basal
1441,410,4,basal
1442,430,8,basal
1443,440,4,basal
1444,490,8,basal
1445,510,7,basal
1446,540,10,basal
1447,590,10,basal
1448,640,10,basal
1449,150,2,basal
1450,281,2,basal
1451,240,2,basal
1452,280,2,basal
1453,350,4,basal
1454,390,4,basal
1455,410,7,basal
1456,450,8,basal
1457,470,7,basal
1458,510,8,basal
1459,520,10,basal
1460,540,10,basal
1461,550,10,basal
1462,200,2,basal
1463,250,2,basal
1464,290,3,basal
1465,300,3,basal
1466,330,4,basal
1467,400,4,basal
1468,440,7,basal
1469,190,2,basal
1470,170,2,basal
1471,160,2,basal
1472,240,2,basal
1473,260,2,basal
1474,300,3,basal
1475,330,3,basal
1476,410,4,basal
1477,440,7,basal
1478,460,7,basal
1479,530,7,basal
1480,170,2,basal
1481,180,2,basal
1482,160,2,basal
1483,140,2,basal
1484,300,3,basal
1485,310,3,basal
1486,440,4,basal
1487,260,2,basal
1488,280,2,basal
1489,310,3,basal
1490,410,4,basal
1491,470,8,basal
1492,980,12,basal
1493,230,2,basal
1494,250,2,basal
1495,270,2,basal
1496,280,2,basal
1497,310,3,basal
1498,320,4,basal
1499,380,4,basal
1500,410,4,basal
1501,430,4,basal
1502,540,8,basal
1503,180,2,basal
1504,230,2,basal
1505,240,2,basal
1506,260,2,basal
1507,290,3,basal
1508,300,3,basal
1509,310,3,basal
1510,330,4,basal
1511,410,4,basal
1512,440,7,basal
1513,450,8,basal
1514,480,7,basal
1515,500,9,basal
1516,590,11,basal
1517,170,2,basal
1518,210,2,basal
1519,270,2,basal
1520,330,4,basal
1521,430,8,basal
1522,560,8,basal
1523,280,3,basal
1524,290,4,basal
1525,310,3,basal
1526,320,3,basal
1527,340,4,basal
1528,400,4,basal
1529,430,8,basal
1530,640,9,basal
1531,240,2,basal
1532,280,2,basal
1533,410,4,basal
1534,450,9,basal
1535,170,2,basal
1536,260,2,basal
1537,290,2,basal
1538,310,4,basal
1539,390,4,basal
1540,420,8,basal
1541,470,8,basal
1542,490,8,basal
1543,520,8,basal
1544,550,7,basal
1545,180,2,basal
1546,210,2,basal
1547,320,3,basal
1548,410,4,basal
1549,540,10,basal
1550,1000,16,basal
1551,798,11,basal
1552,240,2,basal
1553,270,2,basal
1554,290,2,basal
1555,300,2,basal
1556,320,3,basal
1557,400,4,basal
1558,680,11,basal
1559,230,2,basal
1560,240,2,basal
1561,250,2,basal
1562,380,4,basal
1563,420,4,basal
1564,430,8,basal
1565,480,8,basal
1566,580,9,basal
1567,240,2,basal
1568,300,3,basal
1569,330,4,basal
1570,430,4,basal
1571,450,8,basal
1572,470,8,basal
1573,560,8,basal
1574,150,2,basal
1575,160,2,basal
1576,230,2,basal
1577,240,2,basal
1578,260,2,basal
1579,460,8,basal
1580,540,9,basal
1581,190,2,basal
1582,220,2,basal
1583,240,2,basal
1584,250,2,basal
1585,400,4,basal
1586,410,8,basal
1587,420,7,basal
1588,430,4,basal
1589,450,8,basal
1590,480,8,basal
1591,560,9,basal
1592,220,2,basal
1593,230,2,basal
1594,240,2,basal
1595,250,2,basal
1596,300,2,basal
1597,330,4,basal
1598,480,6,basal
1599,500,8,basal
1600,170,2,basal
1601,210,2,basal
1602,260,2,basal
1603,330,3,basal
1604,410,4,basal
1605,430,8,basal
1606,210,2,basal
1607,280,3,basal
1608,430,4,basal
1609,220,2,basal
1610,240,2,basal
1611,250,2,basal
1612,300,3,basal
1613,330,3,basal
1614,440,8,basal
1615,180,2,basal
1616,260,2,basal
1617,270,2,basal
1618,410,4,basal
1619,420,4,basal
1620,430,7,basal
1621,290,2,basal
1622,650,11,basal
1623,210,2,basal
1624,210,2,basal
1625,210,2,basal
1626,210,2,basal
1627,210,2,basal
1628,210,2,basal
1629,220,2,basal
1630,220,2,basal
1631,220,2,basal
1632,220,2,basal
1633,220,2,basal
1634,220,2,basal
1635,220,2,basal
1636,220,2,basal
1637,220,2,basal
1638,220,2,basal
1639,220,2,basal
1640,220,2,basal
1641,220,2,basal
1642,220,2,basal
1643,220,2,basal
1644,220,2,basal
1645,220,2,basal
1646,230,2,basal
1647,230,2,basal
1648,230,2,basal
1649,230,2,basal
1650,230,2,basal
1651,230,2,basal
1652,230,2,basal
1653,230,2,basal
1654,230,2,basal
1655,230,2,basal
1656,230,2,basal
1657,230,2,basal
1658,230,2,basal
1659,230,2,basal
1660,230,2,basal
1661,240,2,basal
1662,240,2,basal
1663,240,2,basal
1664,240,2,basal
1665,240,2,basal
1666,240,2,basal
1667,240,2,basal
1668,240,2,basal
1669,240,2,basal
1670,240,2,basal
1671,240,2,basal
1672,240,2,basal
1673,240,2,basal
1674,240,3,basal
1675,250,2,basal
1676,250,2,basal
1677,250,2,basal
1678,250,2,basal
1679,250,2,basal
1680,250,2,basal
1681,250,2,basal
1682,250,2,basal
1683,250,2,basal
1684,250,2,basal
1685,260,3,basal
1686,260,2,basal
1687,260,2,basal
1688,260,2,basal
1689,260,2,basal
1690,260,2,basal
1691,260,2,basal
1692,270,2,basal
1693,270,2,basal
1694,270,2,basal
1695,270,2,basal
1696,270,2,basal
1697,270,2,basal
1698,270,2,basal
1699,270,2,basal
1700,270,2,basal
1701,270,2,basal
1702,270,2,basal
1703,270,2,basal
1704,270,2,basal
1705,270,2,basal
1706,270,2,basal
1707,270,2,basal
1708,270,2,basal
1709,270,2,basal
1710,280,2,basal
1711,280,2,basal
1712,280,2,basal
1713,280,2,basal
1714,280,2,basal
1715,280,2,basal
1716,280,3,basal
1717,280,2,basal
1718,280,3,basal
1719,290,3,basal
1720,290,2,basal
1721,400,4,basal
1722,400,4,basal
1723,430,8,basal
1724,430,4,basal
1725,430,7,basal
1726,460,8,basal
1727,460,7,basal
1728,460,8,basal
1729,460,8,basal
1730,480,8,basal
1731,480,8,basal
1732,480,8,basal
1733,200,2,basal
1734,200,2,basal
1735,200,2,basal
1736,200,2,basal
1737,210,2,basal
1738,210,2,basal
1739,210,2,basal
1740,210,2,basal
1741,210,2,basal
1742,210,2,basal
1743,210,2,basal
1744,210,2,basal
1745,210,2,basal
1746,210,2,basal
1747,210,2,basal
1748,210,2,basal
1749,210,2,basal
1750,210,2,basal
1751,210,2,basal
1752,220,2,basal
1753,220,2,basal
1754,220,2,basal
1755,220,2,basal
1756,220,2,basal
1757,220,2,basal
1758,220,2,basal
1759,220,2,basal
1760,220,2,basal
1761,220,2,basal
1762,220,2,basal
1763,220,2,basal
1764,220,2,basal
1765,220,2,basal
1766,220,2,basal
1767,220,2,basal
1768,220,2,basal
1769,220,2,basal
1770,220,2,basal
1771,220,2,basal
1772,220,2,basal
1773,220,2,basal
1774,230,2,basal
1775,230,2,basal
1776,230,2,basal
1777,230,2,basal
1778,230,2,basal
1779,230,2,basal
1780,230,2,basal
1781,230,2,basal
1782,230,2,basal
1783,230,2,basal
1784,230,2,basal
1785,230,2,basal
1786,230,2,basal
1787,230,2,basal
1788,230,2,basal
1789,230,2,basal
1790,230,2,basal
1791,230,2,basal
1792,230,2,basal
1793,230,2,basal
1794,240,2,basal
1795,240,2,basal
1796,240,2,basal
1797,240,2,basal
1798,240,2,basal
1799,250,2,basal
1800,250,2,basal
1801,250,2,basal
1802,260,2,basal
1803,260,2,basal
1804,260,2,basal
1805,260,2,basal
1806,260,2,basal
1807,260,2,basal
1808,270,2,basal
1809,270,3,basal
1810,270,2,basal
1811,270,2,basal
1812,270,2,basal
1813,290,3,basal
1814,290,2,basal
1815,290,3,basal
1816,160,2,basal
1817,160,2,basal
1818,170,2,basal
1819,170,2,basal
1820,170,2,basal
1821,170,2,basal
1822,170,2,basal
1823,180,2,basal
1824,180,2,basal
1825,230,2,basal
1826,230,2,basal
1827,430,7,basal
1828,430,4,basal
1829,220,2,basal
1830,220,2,basal
1831,170,2,basal
1832,170,2,basal
1833,220,2,basal
1834,220,2,basal
1835,230,2,basal
1836,230,2,basal
1837,230,2,basal
1838,240,2,basal
1839,240,2,basal
1840,240,2,basal
1841,240,2,basal
1842,220,2,basal
1843,220,2,basal
1844,230,2,basal
1845,230,2,basal
1846,270,2,basal
1847,270,2,basal
1848,280,4,basal
1849,280,3,basal
1850,280,2,basal
1851,290,3,basal
1852,290,4,basal
1853,210,2,basal
1854,210,2,basal
1855,220,2,basal
1856,220,2,basal
1857,220,2,basal
1858,220,2,basal
1859,220,2,basal
1860,220,2,basal
1861,220,2,basal
1862,220,2,basal
1863,220,2,basal
1864,220,2,basal
1865,220,2,basal
1866,230,2,basal
1867,230,2,basal
1868,230,2,basal
1869,230,2,basal
1870,230,3,basal
1871,230,2,basal
1872,230,2,basal
1873,230,2,basal
1874,230,2,basal
1875,230,2,basal
1876,230,2,basal
1877,230,2,basal
1878,230,2,basal
1879,240,2,basal
1880,240,2,basal
1881,240,2,basal
1882,240,2,basal
1883,250,2,basal
1884,250,2,basal
1885,250,2,basal
1886,250,2,basal
1887,250,2,basal
1888,250,2,basal
1889,250,3,basal
1890,250,2,basal
1891,260,2,basal
1892,260,2,basal
1893,260,2,basal
1894,260,2,basal
1895,260,3,basal
1896,260,2,basal
1897,260,2,basal
1898,270,2,basal
1899,270,3,basal
1900,270,2,basal
1901,270,2,basal
1902,270,2,basal
1903,270,2,basal
1904,270,2,basal
1905,270,2,basal
1906,270,2,basal
1907,270,2,basal
1908,280,2,basal
1909,280,3,basal
1910,280,2,basal
1911,280,2,basal
1912,280,2,basal
1913,280,2,basal
1914,280,2,basal
1915,280,2,basal
1916,290,2,basal
1917,290,2,basal
1918,290,3,basal
1919,290,2,basal
1920,300,2,basal
1921,300,3,basal
1922,300,3,basal
1923,330,3,basal
1924,330,4,basal
1925,440,4,basal
1926,440,8,basal
1927,440,4,basal
1928,440,8,basal
1929,180,2,basal
1930,180,2,basal
1931,180,2,basal
1932,220,2,basal
1933,220,2,basal
1934,230,2,basal
1935,230,2,basal
1936,250,2,basal
1937,250,3,basal
1938,270,2,basal
1939,270,2,basal
1940,270,3,basal
1941,270,2,basal
1942,280,2,basal
1943,280,2,basal
1944,280,2,basal
1945,290,2,basal
1946,290,2,basal
1947,390,4,basal
1948,390,4,basal
1949,420,4,basal
1950,420,4,basal
1951,220,2,basal
1952,220,2,basal
1953,220,2,basal
1954,220,2,basal
1955,240,2,basal
1956,240,2,basal
1957,170,2,basal
1958,170,2,basal
1959,180,2,basal
1960,180,2,basal
1961,180,2,basal
1962,220,2,basal
1963,220,2,basal
1964,220,2,basal
1965,220,2,basal
1966,220,2,basal
1967,220,2,basal
1968,220,2,basal
1969,220,2,basal
1970,220,2,basal
1971,220,2,basal
1972,220,2,basal
1973,230,2,basal
1974,230,2,basal
1975,270,2,basal
1976,270,3,basal
1977,280,2,basal
1978,280,2,basal
1979,210,2,basal
1980,210,2,basal
1981,210,2,basal
1982,220,2,basal
1983,220,2,basal
1984,220,2,basal
1985,220,2,basal
1986,220,2,basal
1987,220,2,basal
1988,220,2,basal
1989,220,2,basal
1990,220,2,basal
1991,220,2,basal
1992,220,2,basal
1993,220,2,basal
1994,230,2,basal
1995,230,2,basal
1996,230,2,basal
1997,230,2,basal
1998,230,2,basal
1999,230,3,basal
2000,230,2,basal
2001,230,2,basal
2002,240,2,basal
2003,240,2,basal
2004,240,2,basal
2005,240,2,basal
2006,240,2,basal
2007,240,2,basal
2008,240,2,basal
2009,240,2,basal
2010,240,2,basal
2011,250,2,basal
2012,250,2,basal
2013,250,2,basal
2014,250,2,basal
2015,250,2,basal
2016,260,2,basal
2017,260,2,basal
2018,260,2,basal
2019,260,2,basal
2020,260,2,basal
2021,260,2,basal
2022,260,3,basal
2023,270,3,basal
2024,270,2,basal
2025,270,3,basal
2026,270,2,basal
2027,270,2,basal
2028,270,2,basal
2029,270,2,basal
2030,270,2,basal
2031,270,3,basal
2032,270,2,basal
2033,270,2,basal
2034,270,2,basal
2035,270,3,basal
2036,270,2,basal
2037,280,3,basal
2038,280,3,basal
2039,280,3,basal
2040,280,2,basal
2041,280,2,basal
2042,290,2,basal
2043,290,3,basal
2044,530,8,basal
2045,530,10,basal
2046,230,2,basal
2047,230,2,basal
2048,230,2,basal
2049,270,2,basal
2050,270,3,basal
2051,270,2,basal
2052,280,2,basal
2053,280,4,basal
2054,170,2,basal
2055,170,2,basal
2056,220,2,basal
2057,220,2,basal
2058,220,2,basal
2059,220,2,basal
2060,250,2,basal
2061,250,2,basal
2062,270,2,basal
2063,270,2,basal
2064,280,2,basal
2065,280,2,basal
2066,290,4,basal
2067,290,2,basal
2068,220,2,basal
2069,220,2,basal
2070,230,2,basal
2071,230,2,basal
2072,230,2,basal
2073,270,2,basal
2074,270,2,basal
2075,430,8,basal
2076,430,4,basal
2077,210,2,basal
2078,210,2,basal
2079,230,2,basal
2080,230,2,basal
2081,230,2,basal
2082,240,2,basal
2083,240,2,basal
2084,260,2,basal
2085,260,2,basal
2086,280,3,basal
2087,280,3,basal
2088,280,3,basal
2089,160,2,basal
2090,160,2,basal
2091,160,2,basal
2092,210,2,basal
2093,210,2,basal
2094,210,2,basal
2095,220,2,basal
2096,220,2,basal
2097,300,4,basal
2098,300,4,basal
2099,410,4,basal
2100,410,4,basal
2101,410,4,basal
2102,410,4,basal
2103,470,7,basal
2104,470,8,basal
2105,160,2,basal
2106,160,2,basal
2107,200,2,basal
2108,200,2,basal
2109,200,2,basal
2110,200,2,basal
2111,210,2,basal
2112,210,2,basal
2113,210,2,basal
2114,210,2,basal
2115,220,2,basal
2116,220,2,basal
2117,220,2,basal
2118,220,2,basal
2119,220,2,basal
2120,220,2,basal
2121,220,2,basal
2122,220,2,basal
2123,220,2,basal
2124,220,2,basal
2125,230,2,basal
2126,230,2,basal
2127,230,2,basal
2128,230,2,basal
2129,230,2,basal
2130,230,2,basal
2131,230,2,basal
2132,230,2,basal
2133,230,2,basal
2134,230,2,basal
2135,230,2,basal
2136,230,2,basal
2137,240,2,basal
2138,240,2,basal
2139,240,2,basal
2140,240,2,basal
2141,240,2,basal
2142,240,2,basal
2143,250,2,basal
2144,250,2,basal
2145,250,2,basal
2146,250,2,basal
2147,250,2,basal
2148,250,2,basal
2149,250,2,basal
2150,260,2,basal
2151,260,2,basal
2152,260,2,basal
2153,260,2,basal
2154,260,3,basal
2155,260,2,basal
2156,260,2,basal
2157,260,2,basal
2158,270,2,basal
2159,270,2,basal
2160,270,2,basal
2161,270,2,basal
2162,270,2,basal
2163,270,3,basal
2164,280,3,basal
2165,280,3,basal
2166,280,2,basal
2167,280,2,basal
2168,280,2,basal
2169,280,3,basal
2170,280,2,basal
2171,280,3,basal
2172,290,2,basal
2173,290,3,basal
2174,290,4,basal
2175,290,2,basal
2176,290,2,basal
2177,290,3,basal
2178,300,3,basal
2179,300,2,basal
2180,300,3,basal
2181,280,3,basal
2182,280,2,basal
2183,230,2,basal
2184,230,2,basal
2185,260,2,basal
2186,260,2,basal
2187,290,3,basal
2188,290,3,basal
2189,280,2,basal
2190,280,2,basal
2191,200,2,basal
2192,200,2,basal
2193,220,2,basal
2194,220,2,basal
2195,230,2,basal
2196,230,2,basal
2197,240,2,basal
2198,240,2,basal
2199,160,2,basal
2200,160,2,basal
2201,170,2,basal
2202,170,2,basal
2203,230,2,basal
2204,230,2,basal
2205,200,2,basal
2206,200,2,basal
2207,210,2,basal
2208,210,2,basal
2209,210,2,basal
2210,210,2,basal
2211,210,2,basal
2212,210,2,basal
2213,210,2,basal
2214,210,2,basal
2215,220,2,basal
2216,220,2,basal
2217,220,2,basal
2218,220,2,basal
2219,220,2,basal
2220,220,2,basal
2221,220,2,basal
2222,220,2,basal
2223,220,2,basal
2224,220,3,basal
2225,220,2,basal
2226,230,2,basal
2227,230,2,basal
2228,230,2,basal
2229,230,2,basal
2230,230,2,basal
2231,230,2,basal
2232,230,2,basal
2233,230,2,basal
2234,230,2,basal
2235,230,2,basal
2236,230,2,basal
2237,240,2,basal
2238,240,2,basal
2239,240,2,basal
2240,240,2,basal
2241,240,2,basal
2242,240,2,basal
2243,240,2,basal
2244,240,2,basal
2245,240,2,basal
2246,250,2,basal
2247,250,2,basal
2248,250,2,basal
2249,250,2,basal
2250,250,2,basal
2251,250,2,basal
2252,250,2,basal
2253,250,2,basal
2254,250,2,basal
2255,250,2,basal
2256,250,2,basal
2257,250,2,basal
2258,260,2,basal
2259,260,2,basal
2260,260,2,basal
2261,260,2,basal
2262,260,2,basal
2263,260,2,basal
2264,260,2,basal
2265,260,2,basal
2266,260,2,basal
2267,260,2,basal
2268,260,2,basal
2269,260,3,basal
2270,260,2,basal
2271,270,2,basal
2272,270,2,basal
2273,270,2,basal
2274,270,2,basal
2275,270,2,basal
2276,270,2,basal
2277,270,3,basal
2278,270,3,basal
2279,270,2,basal
2280,270,2,basal
2281,270,3,basal
2282,280,2,basal
2283,280,2,basal
2284,280,2,basal
2285,280,2,basal
2286,280,2,basal
2287,280,2,basal
